Running on Cartesius 

[1;31mtime	Thu Jan  8 12:19:22 CET 2015[0;39m
mat_name\tp\tn\tk\ttime_init\ttime_mv\ttime_ip\ttime_done\ttime_total
randmat_2048_0_01.mtx-P32	32	2048	11	0.190107	0.008501	0.018437	0.217056	0.217539
randmat_2048_0_01.mtx-P64	64	2048	11	0.786369	0.011965	0.025262	0.823601	0.824254
randmat_2048_0_02.mtx-P1	1	2048	10	0.060348	0.003271	0.000279	0.063964	0.064034
randmat_2048_0_02.mtx-P2	2	2048	10	0.058231	0.003541	0.000783	0.062592	0.062665
randmat_2048_0_02.mtx-P4	4	2048	10	0.054379	0.002753	0.001288	0.058442	0.058515
randmat_2048_0_02.mtx-P8	8	2048	10	0.054028	0.002579	0.001824	0.058451	0.058554
randmat_2048_0_02.mtx-P16	16	2048	10	0.056017	0.002692	0.002861	0.061583	0.061727
randmat_2048_0_02.mtx-P32	32	2048	10	0.207878	0.008016	0.016576	0.232482	0.232959
randmat_2048_0_02.mtx-P64	64	2048	10	0.811989	0.011310	0.022726	0.846035	0.846702
randmat_2048_0_03.mtx-P1	1	2048	9	0.086323	0.003529	0.000237	0.090146	0.090213
randmat_2048_0_03.mtx-P2	2	2048	9	0.084355	0.003540	0.000704	0.088633	0.088708
randmat_2048_0_03.mtx-P4	4	2048	9	0.079288	0.002644	0.001060	0.083018	0.083093
randmat_2048_0_03.mtx-P8	8	2048	9	0.077746	0.002243	0.001762	0.081763	0.081856
randmat_2048_0_03.mtx-P16	16	2048	9	0.079810	0.002522	0.002567	0.084907	0.085051
randmat_2048_0_03.mtx-P32	32	2048	9	0.230454	0.007754	0.015759	0.253978	0.254443
randmat_2048_0_03.mtx-P64	64	2048	9	0.838411	0.010301	0.020683	0.869405	0.870071
randmat_2048_0_04.mtx-P1	1	2048	9	0.114387	0.004025	0.000242	0.118718	0.118784
randmat_2048_0_04.mtx-P2	2	2048	9	0.110110	0.004006	0.000775	0.114951	0.115039
randmat_2048_0_04.mtx-P4	4	2048	9	0.102459	0.002635	0.001085	0.106202	0.106278
randmat_2048_0_04.mtx-P8	8	2048	9	0.100513	0.002341	0.001659	0.104528	0.104620
randmat_2048_0_04.mtx-P16	16	2048	9	0.102550	0.002477	0.002568	0.107604	0.107746
randmat_2048_0_04.mtx-P32	32	2048	9	0.261090	0.007433	0.015149	0.283680	0.284153
randmat_2048_0_04.mtx-P64	64	2048	9	0.831805	0.010249	0.020887	0.862953	0.863598
randmat_2048_0_05.mtx-P1	1	2048	9	0.143784	0.004544	0.000242	0.148633	0.148698
randmat_2048_0_05.mtx-P2	2	2048	9	0.135068	0.004208	0.000773	0.140110	0.140193
randmat_2048_0_05.mtx-P4	4	2048	9	0.126084	0.002815	0.001012	0.129932	0.130012
randmat_2048_0_05.mtx-P8	8	2048	9	0.122827	0.002360	0.001670	0.126870	0.126962
randmat_2048_0_05.mtx-P16	16	2048	9	0.124415	0.002555	0.002496	0.129478	0.129613
randmat_2048_0_05.mtx-P32	32	2048	9	0.287572	0.007391	0.014997	0.309968	0.310436
randmat_2048_0_05.mtx-P64	64	2048	9	0.864307	0.010393	0.020633	0.895339	0.896002
randmat_2048_0_1.mtx-P1	1	2048	8	0.278662	0.006341	0.000216	0.285267	0.285333
randmat_2048_0_1.mtx-P2	2	2048	8	0.267690	0.004944	0.000630	0.273300	0.273375
randmat_2048_0_1.mtx-P4	4	2048	8	0.250043	0.002930	0.001061	0.254049	0.254122
randmat_2048_0_1.mtx-P8	8	2048	8	0.241270	0.002416	0.001508	0.245208	0.245303
randmat_2048_0_1.mtx-P16	16	2048	8	0.238210	0.002347	0.002246	0.242808	0.242936
randmat_2048_0_1.mtx-P32	32	2048	8	0.395615	0.006579	0.013444	0.415645	0.416113
randmat_2048_0_1.mtx-P64	64	2048	8	0.971214	0.009140	0.018782	0.999143	0.999879
randmat_2048_0_2.mtx-P1	1	2048	7	0.570729	0.009550	0.000187	0.580515	0.580581
randmat_2048_0_2.mtx-P2	2	2048	7	0.528570	0.006386	0.000586	0.535572	0.535647
randmat_2048_0_2.mtx-P4	4	2048	7	0.494767	0.003620	0.000911	0.499311	0.499385
randmat_2048_0_2.mtx-P8	8	2048	7	0.476180	0.002564	0.001400	0.480149	0.480245
randmat_2048_0_2.mtx-P16	16	2048	7	0.463870	0.002214	0.002105	0.468196	0.468333
randmat_2048_0_2.mtx-P32	32	2048	7	0.611733	0.005882	0.011837	0.629460	0.629999
randmat_2048_0_2.mtx-P64	64	2048	7	1.201083	0.008273	0.016051	1.225410	1.226079
randmat_4096_0_01.mtx-P1	1	4096	10	0.116704	0.006582	0.000347	0.123758	0.123880
randmat_4096_0_01.mtx-P2	2	4096	10	0.113107	0.007494	0.000910	0.121644	0.121789
randmat_4096_0_01.mtx-P4	4	4096	10	0.105137	0.004110	0.002117	0.111380	0.111497
randmat_4096_0_01.mtx-P8	8	4096	10	0.103353	0.003666	0.002030	0.109067	0.109192
randmat_4096_0_01.mtx-P16	16	4096	10	0.104019	0.003664	0.003079	0.110776	0.110948
randmat_4096_0_01.mtx-P32	32	4096	10	0.258604	0.012212	0.017590	0.288419	0.288927
randmat_4096_0_01.mtx-P64	64	4096	10	0.848007	0.016194	0.027678	0.891887	0.892709
randmat_4096_0_02.mtx-P1	1	4096	9	0.226048	0.008089	0.000307	0.234560	0.234684
randmat_4096_0_02.mtx-P2	2	4096	9	0.217785	0.007476	0.000776	0.226109	0.226231
randmat_4096_0_02.mtx-P4	4	4096	9	0.204507	0.004722	0.001074	0.210337	0.210451
randmat_4096_0_02.mtx-P8	8	4096	9	0.197141	0.003445	0.001899	0.202498	0.202626
randmat_4096_0_02.mtx-P16	16	4096	9	0.195723	0.003646	0.002464	0.201848	0.202014
randmat_4096_0_02.mtx-P32	32	4096	9	0.359795	0.010265	0.016199	0.386269	0.386776
randmat_4096_0_02.mtx-P64	64	4096	9	0.939637	0.015083	0.025238	0.979969	0.980828
randmat_4096_0_03.mtx-P1	1	4096	9	0.333929	0.010348	0.000308	0.344698	0.344822
randmat_4096_0_03.mtx-P2	2	4096	9	0.321233	0.009343	0.000819	0.331513	0.331658
randmat_4096_0_03.mtx-P4	4	4096	9	0.302915	0.005028	0.001473	0.309439	0.309559
randmat_4096_0_03.mtx-P8	8	4096	9	0.291329	0.003747	0.001917	0.297009	0.297139
randmat_4096_0_03.mtx-P16	16	4096	9	0.288077	0.003646	0.002589	0.294332	0.294503
randmat_4096_0_03.mtx-P32	32	4096	9	0.441247	0.010065	0.015985	0.467311	0.467833
randmat_4096_0_03.mtx-P64	64	4096	9	1.010956	0.015258	0.025055	1.051276	1.052095
randmat_4096_0_04.mtx-P1	1	4096	8	0.454429	0.011248	0.000271	0.466049	0.466175
randmat_4096_0_04.mtx-P2	2	4096	8	0.429746	0.009439	0.000737	0.440028	0.440172
randmat_4096_0_04.mtx-P4	4	4096	8	0.400863	0.004848	0.001294	0.407026	0.407142
randmat_4096_0_04.mtx-P8	8	4096	8	0.387130	0.003631	0.001710	0.392483	0.392606
